,Principal Component,Coefficient,1_largest_var,1_largest_val,2_largest_var,2_largest_val,3_largest_var,3_largest_val,4_largest_var,4_largest_val,5_largest_var,5_largest_val
62,PC-63,0.07997763,AreaShape_Zernike_8_2,0.41138271983774793,AreaShape_Zernike_4_4,0.33281025239253215,AreaShape_FormFactor,0.2715889965397685,AreaShape_NormalizedMoment_3_3,-0.26395767385238367,AreaShape_CentralMoment_1_3,0.2381779685486533
61,PC-62,0.0515368972,AreaShape_Zernike_8_2,0.3958263933963099,AreaShape_Zernike_4_0,-0.26830923281068475,AreaShape_NormalizedMoment_3_3,0.2569866105233327,AreaShape_HuMoment_1,0.2548900056604788,AreaShape_Zernike_6_6,-0.22432012453253025
12,PC-13,0.0338431184,Neighbors_NumberOfNeighbors_8,0.40741570876460187,Neighbors_PercentTouching_8,0.3825417857517794,Neighbors_SecondClosestDistance_8,-0.3152518451508653,Neighbors_FirstClosestDistance_8,-0.2161846789163642,AreaShape_Zernike_3_1,-0.20896400656974748
33,PC-34,0.0290519949,AreaShape_Zernike_5_1,0.4404031163098431,AreaShape_Zernike_5_5,0.38068123651782265,Neighbors_PercentTouching_8,-0.3153015254239257,AreaShape_Zernike_9_7,-0.30307434972156144,Neighbors_NumberOfNeighbors_8,0.27897398667636664
60,PC-61,0.0271675386,AreaShape_Zernike_9_3,-0.43470075138380254,AreaShape_Zernike_7_5,-0.3606661011415754,AreaShape_Zernike_9_5,0.35377318030144234,AreaShape_Zernike_9_7,0.2887910087043564,AreaShape_Zernike_7_3,0.25954887145277694
4,PC-5,0.0264551421,AreaShape_Center_Y,0.4509790259003044,AreaShape_BoundingBoxMinimum_Y,0.4509679097897968,AreaShape_BoundingBoxMaximum_Y,0.4509672828954124,Neighbors_FirstClosestObjectNumber_8,0.4390715360707711,Neighbors_SecondClosestObjectNumber_8,0.43904471716007515
43,PC-44,0.0234355726,AreaShape_Zernike_9_1,0.345952159865813,AreaShape_Zernike_7_1,0.33080397506121895,AreaShape_Zernike_3_1,-0.31006370672171957,AreaShape_Zernike_9_3,-0.2730639666802078,AreaShape_Zernike_4_2,0.2586702028180877
11,PC-12,0.0199932207,AreaShape_NormalizedMoment_2_0,0.45144917720278355,AreaShape_NormalizedMoment_0_2,-0.4343417930843032,AreaShape_CentralMoment_2_1,0.292858771236106,AreaShape_InertiaTensor_0_0,-0.2862816719893005,AreaShape_NormalizedMoment_2_1,0.2819028288886742
2,PC-3,0.0196810809,AreaShape_HuMoment_0,0.2986490169754733,AreaShape_Zernike_0_0,-0.25373663309947403,AreaShape_HuMoment_1,0.2526438772924728,AreaShape_NormalizedMoment_2_2,0.24817453636753076,AreaShape_Solidity,-0.24145825249326153
39,PC-40,0.0190931527,AreaShape_Orientation,-0.4414030468531474,AreaShape_CentralMoment_1_3,-0.3829724365932275,AreaShape_NormalizedMoment_3_3,-0.2819010485019346,AreaShape_InertiaTensor_0_1,-0.24819629627883852,AreaShape_InertiaTensor_1_0,-0.24819629627883824
44,PC-45,0.0189971781,AreaShape_Zernike_5_3,-0.4324716347428202,AreaShape_Zernike_9_3,0.3329639682069909,AreaShape_Extent,-0.3152975046864343,AreaShape_Zernike_7_3,0.28958390532682826,AreaShape_HuMoment_2,-0.24874870032075547
32,PC-33,0.017860876,AreaShape_Zernike_3_3,-0.6516657577629555,Neighbors_NumberOfNeighbors_8,0.27679370151276406,AreaShape_Zernike_7_3,0.2561457845900381,AreaShape_Zernike_7_5,0.24687229818310794,AreaShape_Zernike_5_3,0.23513008762742837
1,PC-2,0.0176867267,AreaShape_Zernike_6_0,0.20847031925784032,AreaShape_Zernike_8_0,0.206510270950039,AreaShape_Zernike_9_9,0.1954741669865208,AreaShape_Zernike_9_1,0.18860147661811041,AreaShape_Zernike_8_8,0.18799788809782875
0,PC-1,0.0173620633,AreaShape_ConvexArea,0.18150179470720718,AreaShape_Area,0.18075636973630618,AreaShape_CentralMoment_0_0,0.18075636973629902,AreaShape_CentralMoment_0_0,0.18075636973629902,AreaShape_EquivalentDiameter,0.17898842307110507
31,PC-32,0.015651646,Neighbors_NumberOfNeighbors_8,-0.5377690447515989,Neighbors_PercentTouching_8,0.5334452214315375,AreaShape_Zernike_5_5,0.2245379292495225,AreaShape_Zernike_3_1,-0.21505087507898368,AreaShape_Zernike_2_0,0.1872607199390856
6,PC-7,0.0139448443,AreaShape_HuMoment_5,0.4179983960735011,AreaShape_HuMoment_4,0.4117384462051855,AreaShape_HuMoment_3,0.3997146530713387,AreaShape_HuMoment_2,0.30085230031950944,AreaShape_Eccentricity,-0.15674477125439676
40,PC-41,0.0127306675,AreaShape_Zernike_6_2,0.5320309015951302,AreaShape_Zernike_9_7,-0.3201811003101552,AreaShape_Zernike_1_1,-0.28031613129038824,AreaShape_Zernike_7_7,-0.26407122472452066,AreaShape_Zernike_3_1,0.24291679189280801
16,PC-17,0.0124137204,AreaShape_Zernike_1_1,0.3880468423217746,AreaShape_NormalizedMoment_0_3,0.37897365124793925,AreaShape_NormalizedMoment_2_3,0.336783335887865,AreaShape_CentralMoment_0_3,0.2768784197370167,AreaShape_Zernike_3_1,0.25536174319334914
30,PC-31,0.0122231802,AreaShape_CentralMoment_1_2,-0.598571974853773,AreaShape_CentralMoment_0_3,-0.379787210410039,AreaShape_NormalizedMoment_0_3,0.3454759921573123,AreaShape_NormalizedMoment_3_0,-0.31119984500298575,AreaShape_NormalizedMoment_1_2,0.22425058113377727
13,PC-14,0.0119959875,AreaShape_NormalizedMoment_1_2,-0.38641972343623726,AreaShape_NormalizedMoment_3_2,-0.3482328882404118,AreaShape_CentralMoment_1_3,0.3238612219565678,AreaShape_NormalizedMoment_3_3,-0.31946093100511525,AreaShape_CentralMoment_1_1,0.28565909839017056
9,PC-10,0.0117751697,AreaShape_Zernike_2_2,-0.41121601395353496,AreaShape_Eccentricity,-0.2847110093952496,AreaShape_Zernike_4_2,-0.24073698850848757,AreaShape_Zernike_3_3,0.2393148278869755,AreaShape_Zernike_8_2,-0.2110139858184214
54,PC-55,0.011458777,Neighbors_SecondClosestObjectNumber_8,-0.34142797706882905,Neighbors_FirstClosestObjectNumber_8,-0.34038432508965716,AreaShape_Solidity,-0.3189664026848619,AreaShape_FormFactor,0.27458412687463823,AreaShape_Extent,0.23623916848946128
15,PC-16,0.0113119746,AreaShape_Zernike_1_1,0.4234416686488317,AreaShape_NormalizedMoment_2_3,-0.34698878164527963,AreaShape_Zernike_3_1,0.3303147387757086,AreaShape_NormalizedMoment_0_3,-0.3238307900803141,AreaShape_NormalizedMoment_1_2,-0.25280982815484854
25,PC-26,0.0112932984,AreaShape_HuMoment_6,-0.5232666069377837,AreaShape_Zernike_2_0,-0.40301973616879894,AreaShape_NormalizedMoment_0_3,-0.25051602806483997,AreaShape_Zernike_5_1,-0.22463183713641255,AreaShape_Zernike_7_1,-0.21304046814160452
59,PC-60,0.0112009693,AreaShape_NormalizedMoment_1_2,-0.4312368596329239,AreaShape_NormalizedMoment_3_2,0.4219802096370247,AreaShape_Extent,0.30640019393852336,AreaShape_NormalizedMoment_2_2,0.2444039877188252,AreaShape_NormalizedMoment_3_0,-0.23996806696036396
38,PC-39,0.0110999604,AreaShape_HuMoment_2,-0.3486907032032982,AreaShape_Orientation,-0.30604305511347907,AreaShape_Zernike_2_2,-0.26199227446177975,AreaShape_Zernike_4_2,0.21881827174442886,AreaShape_CentralMoment_1_3,-0.21018439020309326
8,PC-9,0.0110647413,AreaShape_BoundingBoxMinimum_X,0.4983703028242208,AreaShape_Center_X,0.49833315092241587,AreaShape_BoundingBoxMaximum_X,0.4980046411492486,AreaShape_SpatialMoment_2_3,0.15280831686497842,AreaShape_SpatialMoment_1_3,0.14067511035387031
18,PC-19,0.0110607292,AreaShape_Zernike_6_6,0.31820328687924077,AreaShape_Zernike_8_2,0.28210997618575423,AreaShape_Zernike_8_6,0.2753793771960169,AreaShape_Zernike_4_2,0.26767043265091645,AreaShape_Eccentricity,-0.24581850536484479
41,PC-42,0.010984734,Neighbors_FirstClosestDistance_8,0.46466502619887184,AreaShape_Zernike_4_2,-0.38719271111126763,Neighbors_PercentTouching_8,0.3301840455221816,Neighbors_SecondClosestDistance_8,0.3206649807988621,Neighbors_NumberOfNeighbors_8,0.21152619181760696
55,PC-56,0.0109338769,AreaShape_NormalizedMoment_3_1,0.5002738749188277,AreaShape_NormalizedMoment_1_3,-0.47431303510597633,AreaShape_NormalizedMoment_1_2,0.32969759825683226,AreaShape_NormalizedMoment_3_2,-0.3220998901403992,AreaShape_NormalizedMoment_3_0,0.2104956864202664
